Symbol,Name,Current Price,% Change,Avg Stock Volume,Avg Option Volume,Date,Implied Move,Actual Move,Straddle Return,Avg Straddle Return,Max Return,Min Return,EtfHoldingsList,MarketCap
IVR,Invesco Mortgage Capital,8.53,0.0167,1319250,981.0,11/6/2023,0.0574,-0.0268,-0.1664,-0.2678,0.5903,-0.7671,IWM,413369088.0
AMK,Assetmark Financial Hldgs,31.77,0.0147,103376,35.0,11/6/2023,0.0247,0.0372,0.0811,0.2557,0.4037,-0.1428,IWM,2359304704.0
CCCS,CCC Intelligent Solutions Holdings,11.25,0.0036,2261651,296.0,11/6/2023,0.0555,0.0697,0.3155,-0.1489,0.09,-0.3377,,6776770560.0
ERJ,Embraer S.A.,18.11,0.0296,1032572,720.0,11/6/2023,0.0757,0.0007,-0.3416,-0.0462,0.336,-0.3815,,3326050304.0
OPRX,Optimizerx,15.31,-0.0116,157441,259.0,11/6/2023,0.1228,0.1531,0.2064,0.566,1.7723,-0.1155,IWM,277914464.0
EEX,Emerald Holding,6.45,0.0403,61567,31.0,11/6/2023,0.1081,-0.0583,0.4923,0.0541,0.2223,-0.0591,IWM,405516448.0
OSG,Overseas Shipholding Group Class A,6.44,0.0421,414918,119.0,11/6/2023,0.0579,-0.0103,-0.2304,-0.2083,-0.0678,-0.3629,IWM,456895328.0
RAND,Rand Capital - Closed End,13.4729,0.0,1655,,11/6/2023,,0.0023,,,,,,34773840.0
TGLS,Tecnoglass,48.76,0.0054,337660,360.0,11/6/2023,,-0.1205,,,,,,2324621568.0
AL,Air Lease Class A,42.02,0.0041,718836,266.0,11/6/2023,0.0659,0.0092,-0.1381,-0.1371,0.064,-0.3142,,4664867328.0
XXII,22Nd Century Group,0.153,0.0479,1178612,379.0,11/6/2023,0.1679,-0.1089,-0.397,-0.0835,0.2667,-0.5626,,6698196.0
FRPT,Freshpet,87.37,-0.0027,558933,559.0,11/6/2023,0.1047,0.1691,0.4772,-0.1784,-0.0029,-0.2795,,4210859520.0
AXSM,Axsome Therapeutics,96.89,0.0126,638706,983.0,11/6/2023,0.0937,-0.0418,-0.4299,-0.2631,-0.1402,-0.3615,IBB - IWM,4584791552.0
LINC,Lincoln Educational Servs,10.14,0.003,73272,33.0,11/6/2023,0.0826,0.0882,0.1697,0.1336,0.3214,0.0257,IWM,317781440.0
GNE,Genie Energy Ltd. Class B Common Stock,18.49,-0.0212,190340,247.0,11/6/2023,0.0981,0.135,0.366,0.2384,1.1169,-0.2926,IWM,506958624.0
PHIN,Phinia,30.09,0.0017,464046,100.0,11/6/2023,0.0782,-0.0183,-0.1329,-0.0833,-0.0833,-0.0833,,1404761344.0
IDR,Idaho Strategic Resources,6.9,0.0299,19131,36.0,11/6/2023,0.0572,0.0355,0.1739,-0.0836,0.2069,-0.3449,,84569992.0
KROS,Keros Therapeutics,53.59,0.0446,361138,92.0,11/6/2023,0.1149,-0.0078,0.0061,0.108,0.615,-0.0805,IBB - XBI - IWM,1821222912.0
TSAT,Telesat - Class A Common Shares And Class B Variable Voting Shares,9.76,0.0114,46496,74.0,11/6/2023,0.1295,-0.0756,0.0506,0.132,0.4881,-0.1147,,132438128.0
THS,Treehouse Foods,42.86,-0.0056,392275,32.0,11/6/2023,0.0856,-0.1031,0.0081,-0.2974,-0.2439,-0.3876,IWM,2370158080.0
KRYS,Krystal Biotech,111.36,0.003,286892,261.0,11/6/2023,0.1258,-0.1505,0.2698,0.1101,0.6438,-0.2122,IBB - XBI - IWM,3117431808.0
HGV,Hilton Grand Vacations Common,42.74,0.0123,801761,57.0,11/6/2023,0.0688,-0.0805,0.5027,-0.0215,0.2477,-0.2481,IWM,4803856384.0
FRZA,Forza X1,0.551,0.028,51617,,11/6/2023,,0.1074,,,,,,8685275.0
SOLO,Electrameccanica Vehicles Corp. Ltd.,0.2578,0.023,527607,91.0,11/3/2023,0.1287,-0.0376,-0.1133,-0.1767,0.0292,-0.3955,,30752424.0
TSE,Trinseo PLC Ordinary Shares,5.83,-0.0185,448009,123.0,11/3/2023,0.1561,-0.0271,0.7311,0.0017,0.2308,-0.3442,IWM,205188240.0
PRME,Prime Medicine,6.74,0.0015,524884,76.0,11/3/2023,0.1065,-0.0051,0.4489,0.1189,0.4103,-0.1724,IBB - IWM,655965760.0
YORW,York Water Company,36.61,0.0136,42247,10.0,11/3/2023,0.0407,0.0339,0.2039,0.0645,0.2646,-0.0803,IWM,523901920.0
NRP,Natural Resources,89.4,-0.0039,19788,99.0,11/3/2023,0.1082,-0.0435,-0.1666,0.0539,0.2193,-0.136,,1118036480.0
ASIX,Advansix Common,26.0,0.0144,157981,48.0,11/3/2023,0.087,-0.0496,0.1574,-0.0059,0.2225,-0.1181,IWM,713279040.0
NWN,Northwest Natural Hldg,35.13,-0.0065,229879,20.0,11/3/2023,0.0392,0.0502,0.465,-0.0998,0.0656,-0.2354,IWM,1263460096.0
LSXMA,Liberty Siriusxm Gr,30.32,-0.0023,1026121,619.0,11/3/2023,0.0752,0.0137,-0.1158,-0.1101,0.1368,-0.6645,,9905653760.0
ACRE,Ares Comml Real Est,8.71,0.0058,487169,155.0,11/3/2023,0.0479,0.0305,0.0364,0.0622,0.5749,-0.1852,IWM,471526944.0
TILE,Interface,13.2,0.024,234159,36.0,11/3/2023,0.0822,0.017,-0.2357,-0.2292,0.0488,-0.4173,IWM,767012096.0
LLYVK,Liberty Media - Series C Liberty Live,37.0,0.006,394087,,11/3/2023,,0.0403,,,,,,3392011520.0
INTT,Intest,11.81,0.0164,101732,88.0,11/3/2023,0.1122,-0.0366,-0.1483,-0.1295,-0.02,-0.2656,IWM,143579600.0
LLYVA,Liberty Media - Series A Liberty Live,36.14,0.0003,150020,4.0,11/3/2023,,0.0401,,,,,,3313169920.0
BATRA,Atlanta Braves Holdings - Series A,43.59,0.0014,41133,30.0,11/3/2023,0.0512,-0.0103,-0.2556,-0.0257,0.0631,-0.1408,IWM,2690343680.0
LSXMK,Liberty Siriusxm Gr,30.19,-0.0013,1266882,1859.0,11/3/2023,0.0684,0.014,-0.2142,0.2985,1.2423,-0.1242,,9863182336.0
CNK,Cinemark Hldgs,15.04,0.0108,2920993,2176.0,11/3/2023,0.1032,-0.0179,-0.2233,-0.1256,0.0611,-0.2237,IWM,1810838656.0
SHEN,Shenandoah Telecommunications Co,20.14,0.0182,119716,13.0,11/3/2023,0.0699,0.0253,-0.4627,0.2828,0.9041,-0.1402,IWM,1012326592.0
TARA,Protara Therapeutics,3.05,0.0554,51554,45.0,11/3/2023,0.1495,0.1157,-0.085,-0.0464,0.2385,-0.3247,,34662944.0
BATRK,Atlanta Braves Holdings - Series C,40.56,0.0,206659,137.0,11/3/2023,0.0474,-0.0094,0.0256,-0.1144,-0.0085,-0.209,IWM,2503334400.0
FLR,Fluor,40.42,0.0087,1717116,2499.0,11/3/2023,0.0899,0.0741,-0.1471,-0.0714,0.5836,-0.3544,IWM,6886561280.0
LBRDK,Liberty Broadband - Class C,60.98,0.0184,877380,71.0,11/3/2023,0.0589,0.0049,-0.2587,-0.1111,-0.079,-0.1576,,8907110400.0
BLMN,Bloomin Brands,27.17,-0.0066,1099788,617.0,11/3/2023,0.0829,0.0025,-0.2234,-0.106,0.0241,-0.1871,IWM,2358737408.0
MORF,Morphic Holding,39.7,0.0256,700540,185.0,11/3/2023,0.1038,0.0815,0.3436,-0.1727,0.0962,-0.636,IBB - XBI - IWM,1974795904.0
LBRDA,Liberty Broadband - Class A,60.99,0.0192,127659,71.0,11/3/2023,0.0389,0.0054,0.1433,-0.1448,-0.0161,-0.4603,,8908571648.0
NHC,National Healthcare,92.5,0.017,104128,12.0,11/3/2023,0.0395,0.0416,0.4523,0.1994,0.7306,-0.0989,IWM,1417140736.0
RPID,Rapid Micro Biosystems - Class A,0.96,0.0105,155021,,11/3/2023,,0.09,,,,,,40702944.0
PRVA,Privia Health Group,20.89,0.0291,774958,196.0,11/3/2023,0.1293,0.1423,0.1959,-0.2078,0.0828,-0.4353,IWM,2387695616.0
OVID,Ovid Therapeutics,3.87,0.032,130164,25.0,11/3/2023,0.1015,0.0085,0.003,0.1704,0.3659,-0.0143,IBB - IWM,273533728.0
FLGT,Fulgent Genetics,25.35,0.0032,197719,247.0,11/3/2023,0.101,0.1319,0.2432,-0.2008,0.3894,-0.604,IBB - IWM,751198080.0
GLYC,Glycomimetics,3.29,0.0281,235783,380.0,11/3/2023,0.1151,0.0547,-0.4948,-0.0429,-0.0107,-0.075,,211853952.0
MMI,Marcus & Millichap,38.41,0.018,131307,42.0,11/3/2023,0.0526,0.0701,0.3514,-0.2322,0.0428,-0.4904,VNQ - IWM,1474351232.0
WLFC,Willis Lease Finance,49.6,0.002,8183,,11/3/2023,,0.0058,,,,,IWM,340252704.0
LSXMB,Liberty Siriusxm Gr,30.99,0.0,424,,11/3/2023,,0.0756,,,,,,10124545024.0
AXL,American Axle & Mfg Hldgs,8.2,0.0099,1453679,508.0,11/3/2023,0.1044,0.1138,0.2227,-0.0054,0.1793,-0.3186,IWM,959561472.0
BZFD,Buzzfeed - Class A,0.1867,0.0147,577924,25.0,11/2/2023,0.1549,-0.11,-0.0996,-0.0417,0.1452,-0.3923,,28263038.0
ALTR,Altair Engineering - Class A,92.26,0.0239,346050,152.0,11/2/2023,0.1008,0.1122,0.2367,0.0879,0.4529,-0.191,IWM,7452921856.0
KURA,Kura Oncology,19.97,-0.0177,1276691,901.0,11/2/2023,0.1177,0.0908,-0.0684,-0.0459,0.3075,-0.2386,IBB - XBI - IWM,1510708992.0
MRUS,Merus N.V. - Common Shares,41.0,0.0235,435632,127.0,11/2/2023,0.1084,0.1345,0.5755,0.2981,1.2445,-0.1177,IBB,2365477376.0
VXRT,Vaxart,1.19,0.0085,1168171,219.0,11/2/2023,0.1449,0.0511,,0.2374,0.8741,-0.1594,,182556704.0
YELP,Yelp,45.49,0.0109,596747,463.0,11/2/2023,0.0904,0.0453,-0.3757,-0.1948,0.491,-0.5141,IWM,3163519488.0
ZEUS,Olympic Steel,69.15,0.0121,74541,21.0,11/2/2023,0.0663,-0.0671,0.5071,0.0153,0.209,-0.3437,XME - IWM,769478400.0
MNMD,Mind Medicine (Mindmed) - Common Shares,4.41,0.0023,504373,667.0,11/2/2023,0.1999,0.1444,-0.2932,-0.1118,0.0485,-0.4131,,165688720.0
AXTI,Axt,2.52,0.0202,159886,42.0,11/2/2023,0.0836,0.1658,0.0455,-0.0763,-0.038,-0.1076,,110015288.0
NMFC,New Mountain Finance,12.7,0.0055,332341,29.0,11/2/2023,,0.0055,,,,,,1288282880.0
PRDO,Perdoceo Education,18.07,0.0198,420087,52.0,11/2/2023,0.0789,-0.0561,-0.28,0.329,1.0275,-0.2024,IWM,1185564672.0
VIR,Vir Biotechnology,9.29,0.0065,1124883,274.0,11/2/2023,0.1474,0.0696,0.2554,-0.001,0.2425,-0.2413,IBB - XBI - IWM,1244222720.0
ANIK,Anika Therapeutics,24.03,0.0156,84787,13.0,11/2/2023,0.0888,0.1163,0.3023,-0.071,0.2883,-0.4157,IWM,351585568.0
MERC,Mercer Intl,7.93,-0.0088,322799,1556.0,11/2/2023,0.1347,0.1345,0.0684,0.0849,0.1402,-0.0206,,527542144.0
HTGC,Hercules Capital,17.29,0.007,934879,1320.0,11/2/2023,0.0566,-0.0149,-0.0179,0.3283,1.478,-0.1672,,2612555264.0
RLAY,Relay Therapeutics,9.09,0.0225,1044146,50.0,11/2/2023,0.1181,0.0162,0.1198,0.009,0.2559,-0.209,IBB - XBI - IWM,1158633216.0
MACK,Merrimack Pharmaceuticals,13.8,0.0132,37590,86.0,11/2/2023,0.0415,0.0105,0.0196,-0.0442,0.0176,-0.119,IWM,197629120.0
VTLE,Vital Energy Common Par Value $0.01 Per Share,43.21,-0.0126,747888,969.0,11/2/2023,0.0823,0.0249,-0.062,-0.1996,-0.1529,-0.2414,XOP - IWM,1568596480.0
III,Information Servs Gr,4.36,-0.0068,68192,12.0,11/2/2023,0.0563,0.0461,-0.2857,-0.1989,-0.1696,-0.2704,IWM,213088768.0
CMBM,Cambium Networks -,4.46,0.0136,217298,55.0,11/2/2023,0.1275,-0.0654,-0.1,0.1161,1.2532,-0.7734,IWM,122224072.0
MYPS,Playstudios  - Class A,2.24,0.0323,282652,69.0,11/2/2023,0.1399,-0.0997,-0.1096,0.4087,1.2429,-0.2091,IWM,300229216.0
OFS,Ofs Capital - Closed End,11.5,0.0009,44336,26.0,11/2/2023,0.0502,0.01,0.0017,-0.2149,0.089,-0.6497,,154020080.0
DVAX,Dynavax Technologies,12.92,0.0031,1675339,447.0,11/2/2023,0.103,0.0114,-0.2738,0.3281,1.0924,-0.0595,IBB - XBI - IWM,1670049536.0
MODV,Modivcare,45.54,0.0578,149410,61.0,11/2/2023,0.1195,0.1144,0.1802,0.232,0.7966,-0.0545,IWM,639699968.0
PRTA,Prothena PLC -,28.38,0.0346,835711,1856.0,11/2/2023,0.1471,0.0741,0.0523,0.0886,0.4149,-0.0888,IBB - XBI - IWM,1492787968.0
EXPI,Exp World Holdings,12.35,0.0266,989551,1497.0,11/2/2023,0.1456,0.0165,-0.3108,-0.2284,-0.0116,-0.3153,VNQ - IWM,1846343680.0
PROF,Profound Medical Corp.,8.74,0.0023,40164,56.0,11/2/2023,0.1257,0.1321,0.0895,0.659,1.1938,0.1383,,213466368.0
EGLE,Eagle Bulk Shipping,57.8,0.0071,153145,160.0,11/2/2023,0.0714,-0.005,-0.518,0.2416,1.2633,-0.1297,IWM,573964544.0
NVEE,Nv5 Global,110.91,0.024,66958,6.0,11/2/2023,0.0657,0.0255,-0.3273,0.009,0.5055,-0.3234,IWM,1762387712.0
KTOS,Kratos Defense & Security Solutions,18.26,0.0293,1022158,950.0,11/2/2023,0.0987,-0.0331,-0.3172,0.1378,0.3877,-0.1589,IWM,2354418944.0
RARE,Ultragenyx Pharmaceutical,46.73,0.0282,893348,304.0,11/2/2023,0.0945,0.0633,0.0176,-0.1021,0.0697,-0.1998,IBB - XBI,3800174080.0
COLD,Americold Realty Trust,27.97,-0.0007,2019220,76.0,11/2/2023,0.0701,-0.0307,-0.0537,0.6413,1.276,-0.2791,VNQ - IYR,7930051584.0
NL,NL Industries,5.27,0.0174,21523,78.0,11/2/2023,0.094,0.0,0.0043,0.0327,0.143,-0.0765,IWM,257117920.0
FDUS,Fidus Investment - Closed End,19.01,0.0058,222943,94.0,11/2/2023,0.0408,0.0258,0.0829,0.1607,0.7357,-0.1352,,540900480.0
OEC,Orion S.A. Common Shares,23.45,-0.0064,323419,105.0,11/2/2023,0.0901,0.0325,-0.2535,0.3138,0.5818,-0.1582,IWM,1371259904.0
TPIC,Tpi Composites,2.81,0.0255,1983561,516.0,11/2/2023,0.1815,-0.158,0.0952,0.0317,0.2243,-0.1721,IWM,130583864.0
TSLX,Sixth Street Specialty Lending,21.43,0.0056,295814,93.0,11/2/2023,0.041,0.0195,0.0558,0.2075,1.0768,-0.1243,,1876121472.0
AMN,Amn Healthcare Services,75.73,0.0103,557102,162.0,11/2/2023,0.0947,-0.0744,0.0448,0.1086,0.5743,-0.1371,IWM,2861771776.0
SM,SM Energy Company,36.9,-0.0019,1343821,518.0,11/2/2023,0.0873,-0.016,-0.2941,-0.1669,-0.0694,-0.2626,XOP - IWM,4354200064.0
EVC,Entravision Comms,4.0,0.023,229646,416.0,11/2/2023,0.0742,0.123,0.2445,0.039,0.2277,-0.2464,IWM,351986944.0
UPLD,Upland Software,4.68,0.0043,202490,53.0,11/2/2023,0.1133,0.1505,-0.0298,0.2578,1.4668,-0.3834,,146901872.0
HCAT,Health Catalyst,9.8,0.0103,502328,50.0,11/2/2023,0.1246,0.0512,-0.3179,-0.0296,0.6151,-0.4828,IWM,563993152.0
CHMI,Cherry Hill Mortgage Investment,3.48,0.0,290312,99.0,11/2/2023,0.0572,0.1097,,0.0806,0.1522,-0.017,,93883720.0
EVH,Evolent Health Class A,30.7,0.0023,1193348,355.0,11/2/2023,0.0931,0.1354,0.6589,0.0432,0.2007,-0.3095,IWM,3409308672.0
HCXY,Hercules Capital 6.25% Notes Due 2033,25.09,0.0076,1781,,11/2/2023,,0.0482,,,,,,
ARC,Arc Document Solutions,2.85,-0.0306,134482,38.0,11/2/2023,0.0598,-0.0022,0.0672,-0.0502,0.3665,-0.2659,,122987776.0
BFLY,Butterfly Network Class A,0.95,-0.0042,1822370,201.0,11/2/2023,0.1708,0.1429,,0.0391,0.3867,-0.13,IWM,193734448.0
IAS,Integral Ad Science Holding Corp.,16.13,-0.0012,912813,34.0,11/2/2023,0.1192,0.1568,0.4934,0.2905,0.5176,0.0727,IWM,2553099776.0
SPXC,SPX Techs,108.44,0.017,177781,28.0,11/2/2023,0.0701,-0.0064,-0.4155,0.402,1.078,-0.2329,IWM,4938184192.0
FRT,Federal Realty Investment Trust,101.14,-0.009,641610,89.0,11/2/2023,0.0432,0.0299,0.0753,-0.1036,0.0275,-0.1982,SPY - VNQ - XLRE - IYR - NOBL,8244025856.0
REI,Ring Energy,1.3,-0.0152,2035441,1157.0,11/2/2023,0.0862,-0.0339,-0.0527,-0.1481,0.02,-0.5411,IWM,254319392.0
MRIN,Marin Software,0.3987,-0.0033,108565,8.0,11/2/2023,0.1498,0.02,0.1665,-0.0841,-0.0423,-0.1258,,6871598.0
LOCO,El Pollo Loco Holdings,9.23,0.0087,265010,189.0,11/2/2023,0.1204,0.0069,-0.5264,-0.0648,0.2117,-0.2784,IWM,290313664.0
ACCO,Acco Brands,6.36,0.0063,551663,38.0,11/2/2023,0.0796,-0.0137,-0.3573,0.1382,0.3398,-0.0263,IWM,603674496.0
SG,Sweetgreen Class A,12.09,0.0177,1372721,896.0,11/2/2023,0.163,-0.0991,-0.0511,-0.0174,0.4013,-0.2455,IWM,1346821120.0
ANAB,Anaptysbio,23.01,-0.0052,232864,26.0,11/2/2023,0.0918,0.0834,0.4546,0.343,0.8338,0.0743,IBB - IWM,610813824.0
VEL,Velocity Financial,15.82,0.0,19561,214.0,11/2/2023,0.1093,0.1163,-0.0194,0.4731,1.1822,-0.0353,IWM,518328224.0
SEM,Select Medical Hldgs,26.4,0.0069,578196,23.0,11/2/2023,0.0934,-0.03,-0.5519,-0.0654,0.211,-0.5185,IWM,3384836352.0
COHU,Cohu,34.36,0.0378,226665,35.0,11/2/2023,0.0939,0.0026,-0.2798,-0.0877,0.3237,-0.4461,IWM,1622762112.0
KRO,Kronos Worldwide,8.9,0.0056,194048,49.0,11/2/2023,0.0834,0.0795,0.067,0.2823,0.7023,-0.0038,IWM,1026245568.0
BECN,Beacon Roofing Supply,87.28,0.011,563529,161.0,11/2/2023,0.065,0.0106,-0.3747,-0.0306,0.2386,-0.4176,IWM - ITB,5530207232.0
SPT,Sprout Social - Class A,65.99,0.0458,567883,475.0,11/2/2023,0.1499,0.0992,-0.0368,-0.0467,0.2469,-0.2066,IWM,3677910272.0
CPK,Chesapeake Utilities,103.42,0.0151,199589,7.0,11/2/2023,0.0564,0.0143,0.1914,0.3458,1.6028,-0.161,IWM,2299578880.0
ABCL,Abcellera Biologics - Common Shares,5.11,0.0179,1459496,616.0,11/2/2023,0.1483,0.0562,-0.3393,0.1796,1.1058,-0.2179,IBB,1478608768.0
MIRM,Mirum Pharmaceuticals,27.98,0.0355,576282,150.0,11/2/2023,0.1525,0.0578,-0.2147,0.1724,0.9566,-0.2417,IBB - XBI - IWM,1061868096.0
LBPH,Longboard Pharmaceuticals,19.75,0.0223,859736,50.0,11/2/2023,,0.0073,,,,,IWM,698305664.0
BL,Blackline,61.94,0.0031,498602,433.0,11/2/2023,0.1159,0.0851,-0.1014,-0.1122,0.4891,-0.4927,IWM,3795051776.0
APPN,Appian - Class A,33.26,0.019,367103,396.0,11/2/2023,0.1153,-0.042,-0.327,-0.1483,0.5358,-0.6992,IWM,2431869440.0
GDYN,Grid Dynamics Holdings - Class A,14.05,0.0064,292008,24.0,11/2/2023,0.1306,0.0917,0.0516,-0.0112,0.2776,-0.1591,IWM,1062038848.0
CSTL,Castle Biosciences,23.92,0.0029,243424,49.0,11/2/2023,0.1251,0.0799,0.0602,0.0987,0.3842,-0.1196,IBB - IWM,638338240.0
MTZ,Mastec,70.89,0.0235,1113416,1028.0,11/2/2023,0.0859,0.0426,-0.0018,0.559,1.5128,-0.2592,,5585503232.0
GDEN,Golden Entertainment,39.38,0.0253,138803,63.0,11/2/2023,0.0967,0.1597,0.7721,-0.0511,0.0574,-0.1722,IWM,1135607808.0
PTGX,Protagonist Therapeutics,26.69,0.0222,727678,79.0,11/2/2023,0.0855,0.0805,0.427,0.2489,0.5749,-0.1591,IBB - XBI - IWM,1535482112.0
ALEX,Alexander & Baldwin Common REIT Holding Company,17.17,-0.0023,275987,14.0,11/2/2023,0.0613,0.047,0.2903,-0.1065,0.4469,-0.4834,VNQ - IWM,1246971264.0
ERO,Ero Copper Corp. Common Shares,15.59,-0.0013,292200,485.0,11/2/2023,0.0998,0.009,-0.1291,0.193,1.1371,-0.1753,,1597158144.0
CODI,Compass Diversified Hldgs,22.5,0.0223,172380,54.0,11/2/2023,0.063,0.0648,-0.333,-0.1076,0.237,-0.3172,IWM,1695832320.0
GLPG,Galapagos Nv - American Depositary Shares,39.71,0.0187,144261,231.0,11/2/2023,0.0465,0.0733,0.6825,0.0929,0.2219,-0.064,IBB,2614328064.0
CHUY,Chuy's Holdings,35.09,0.0014,104948,10.0,11/2/2023,0.0946,0.0056,0.0065,-0.0181,0.1416,-0.3724,IWM,635880256.0
BOOM,DMC Glb,17.9,0.0276,222477,90.0,11/2/2023,0.1361,-0.0991,0.1571,0.1471,0.92,-0.2026,IWM,353781856.0
RMAX,Re/Max Hldgs,9.63,-0.0322,304981,65.0,11/2/2023,0.1224,0.0104,0.0684,0.0479,1.0337,-0.5236,IWM,185456656.0
CLPR,Clipper Realty,5.02,0.0101,47782,60.0,11/2/2023,0.0933,0.0167,-0.1124,-0.2862,-0.0137,-0.6289,IWM,80621200.0
FND,Floor & Decor Hldgs,108.66,0.0207,1792200,1761.0,11/2/2023,0.0987,-0.0464,-0.2238,-0.1547,0.1356,-0.2718,XHB - ITB,11566053376.0
SNDX,Syndax Pharmaceuticals,22.1,0.0045,1754934,1457.0,11/2/2023,0.1369,0.0027,-0.1341,-0.0192,0.5037,-0.3592,IBB - XBI - IWM,1874295424.0
CUBE,Cubesmart Common Shares,43.96,-0.0023,1686414,84.0,11/2/2023,0.0494,0.0408,0.1046,0.2161,0.7486,-0.1939,VNQ - IYR,9882586112.0
ALHC,Alignment Healthcare,6.73,0.009,569679,57.0,11/2/2023,0.1117,-0.052,0.215,0.278,0.9376,-0.2356,IWM,1267730048.0
REFR,Research Frontiers,1.01,-0.0194,40500,46.0,11/2/2023,0.1665,0.0198,,-0.1559,0.0742,-0.459,,33844384.0
ACAD,Acadia Pharmaceuticals,26.36,0.0265,1582126,2053.0,11/2/2023,0.1008,0.047,-0.0258,-0.2672,-0.137,-0.4352,IBB - XBI - IWM,4218852352.0
CDXS,Codexis,3.0,0.0274,705038,73.0,11/2/2023,0.1125,0.0663,0.08,-0.0503,0.0847,-0.363,IWM,209411968.0
ACHC,Acadia Healthcare Company,82.06,0.0228,497393,90.0,11/2/2023,0.0645,-0.0141,-0.346,0.1132,0.4631,-0.2269,,7567284224.0
LSTA,Lisata Therapeutics,2.66,0.0192,16645,,11/2/2023,,0.0826,,,,,,21658670.0
LNT,Alliant Energy,47.93,0.0095,1825687,191.0,11/2/2023,0.047,0.0167,-0.2186,0.3727,0.6673,-0.002,SPY - XLU,12037020672.0
PLYA,Playa Hotels & Resorts N.V. -,8.52,-0.0047,564972,31.0,11/2/2023,0.0817,0.0376,-0.4168,-0.0708,0.1484,-0.2857,,1179635840.0
AJX,Great Ajax Corp.,4.62,0.0267,205549,61.0,11/2/2023,0.0815,0.0348,-0.1394,-0.0789,0.172,-0.4083,,126908672.0
DMLP,Dorchester Minerals LP - Common Units Representing Limited Partnership Interests,29.99,0.0017,86917,129.0,11/2/2023,0.0631,0.037,0.137,-0.2261,-0.1272,-0.446,,1187101312.0
IBOC,International Bancshares,53.68,0.0165,213179,58.0,11/2/2023,0.0597,0.0292,0.1646,-0.0417,0.1309,-0.1936,KBE - KRE - IWM,3330785536.0
MGEE,Mge Energy,65.42,0.0129,128812,3.0,11/2/2023,0.0361,0.0269,0.0818,-0.0847,0.235,-0.36,IWM,2365807360.0
COHN,Cohen,6.89,0.0207,4128,,11/2/2023,,-0.0096,,,,,,10485588.0
PTLO,Portillos,14.14,0.0071,659648,578.0,11/2/2023,0.1115,0.0777,-0.1727,0.0935,0.5112,-0.2093,IWM,777715840.0
PLYM,Plymouth Industrial REIT,22.27,0.0072,250279,13.0,11/2/2023,0.0364,0.0261,0.5031,0.1225,0.3704,-0.1646,VNQ - IWM,1018640512.0
APG,Api Group,35.19,0.0092,1279014,102.0,11/2/2023,0.0835,0.0667,0.063,-0.207,0.2039,-0.4788,IWM,8568880640.0
GCI,Gannett Co.,2.25,0.0227,793384,141.0,11/2/2023,0.1032,-0.1348,0.0202,0.2724,0.864,-0.236,IWM,335265312.0
SEE,Sealed Air,35.69,0.0162,2205651,664.0,11/2/2023,0.0907,0.0857,0.0745,0.4565,0.9836,0.1327,,5154906112.0
VITL,Vital Farms,15.5,0.0124,236055,50.0,11/2/2023,0.1232,0.0106,-0.2125,0.3629,0.9129,-0.1527,IWM,639181888.0
ARHS,Arhaus - Class A,12.15,0.0125,810493,228.0,11/2/2023,0.1601,-0.0238,-0.3488,-0.0845,0.5497,-0.3692,,1704428800.0
LAMR,Lamar Advertising Company - Class A,105.92,0.0024,445416,328.0,11/2/2023,0.0605,0.1242,0.6843,-0.1065,0.0103,-0.358,VNQ - IYR,10770316288.0
PNW,Pinnacle West Capital,67.0,0.0092,988848,271.0,11/2/2023,0.0413,-0.0168,-0.1801,0.0672,0.4601,-0.1586,SPY - XLU,7582758912.0
UPBD,Upbound Group,33.45,-0.0015,380410,98.0,11/2/2023,0.0937,0.0597,-0.01,-0.0012,0.1592,-0.1616,XRT - IWM,1870940160.0
ESMT,Engagesmart,23.05,0.0,1518775,,11/2/2023,0.0076,-0.0009,0.3655,-0.2404,0.0438,-0.4064,,3880114688.0
ADT,Adt,6.78,0.0211,2267589,428.0,11/2/2023,0.0992,0.1614,0.5461,0.0058,0.7165,-0.3193,,6245905920.0
BBIO,Bridgebio Pharma,34.47,0.0458,1558223,1428.0,11/2/2023,0.0582,0.0098,-0.0312,0.062,0.2555,-0.0905,IBB - XBI - IWM,5600423936.0
VRNA,Verona Pharma PLC - American Depositary Shares,17.01,0.0448,509795,158.0,11/2/2023,0.1372,0.0483,-0.0984,-0.0358,0.2022,-0.1781,IBB,1351587712.0
CMRX,Chimerix,0.93,0.022,360842,67.0,11/2/2023,0.084,0.02,-0.3749,0.3321,1.8889,-0.2727,,81315648.0
SRCL,Stericycle,48.73,0.0089,422619,545.0,11/2/2023,0.0837,0.0122,-0.2756,0.5021,1.1978,0.0884,,4504863232.0
ALE,Allete,58.29,0.0094,360014,10.0,11/2/2023,0.0451,0.0469,0.4754,0.3049,0.6534,-0.0361,IWM,3340786432.0
MGPI,MGP Ingredients,85.44,-0.0015,140856,83.0,11/2/2023,0.0868,0.0384,-0.2798,0.0942,0.3383,-0.1282,IWM,1879734784.0
DRS,Leonardo Drs,19.9,0.0086,889330,390.0,11/2/2023,0.0807,0.019,-0.196,-0.0977,0.0304,-0.283,IWM,5221163008.0
PZZA,Papa John's International,72.49,-0.0097,620192,1320.0,11/2/2023,0.0814,-0.0354,-0.201,-0.1938,-0.1014,-0.239,IWM,2513972736.0
VNT,Vontier Common,36.7,0.006,694323,218.0,11/2/2023,0.0666,0.0263,0.0278,0.1668,1.1298,-0.3823,,5678899200.0
